"","X","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"1381",1381,"Vireo_griseus","Vireo_griseus","White-eyed Vireo","Vireonidae","Vireos","BNA","L",199.71,69.46,269.16,7.6,1.25,8.9,5.1,5.1,11.4,"Full Migrant",1,3.15,10,"Both",1,0,0,0,1.15,35.13,"N",0,0,17.43,101.14
"1382",1382,"Vireo_griseus","Vireo_griseus","White-eyed Vireo","Vireonidae","Vireos","BNA","L",236.35,71.71,308.05,7.78,1.37,9.72,5.05,5.37,11.4,"Full Migrant",1,3.15,10,"Both",1,0,0,0,1.15,35.13,"N",0,0,17.43,101.14
"1383",1383,"Vireo_huttoni","Vireo_huttoni","Hutton's Vireo","Vireonidae","Vireos","BNA","L",137.44,77.28,214.73,7.6,0.8,7.1,6,4.1,11.3,"Not a Migrant",0,4,15,"Both",1,0,0,0,7.3,25.41,"N",0,0,16.47,56.09
"1385",1385,"Vireo_olivaceus","Vireo_olivaceus","Red-eyed Vireo","Vireonidae","Vireos","Tring","M",106.15,44.76,150.91,7.95,1.58,4.55,4.79,3.74,16.06,"Full Migrant",1,3,11,"Female",1,0,0,0,9.7,-11.08,"S",0,0,15.87,109.15
"1386",1386,"Vireo_olivaceus","Vireo_olivaceus","Red-eyed Vireo","Vireonidae","Vireos","BNA","L",108.03,66.59,174.62,7.19,0.8,6.46,5.59,4.07,16.06,"Full Migrant",1,3,11,"Female",1,0,0,0,9.7,-11.08,"S",0,0,15.87,109.15
"1387",1387,"Vireo_philadelphicus","Vireo_philadelphicus","Philadelphia Vireo","Vireonidae","Vireos","BNA","L",157.18,56.12,213.29,7.25,1.25,7.75,4.75,4.75,11.5,"Full Migrant",1,3.5,14,"Mainly Female",1,0,0,0,13.75,52.49,"N",0,0,4.24,54.89
"1391",1391,"Vireo_solitarius","Vireo_solitarius","Blue-headed Vireo","Vireonidae","Vireos","BNA","L",171.72,54.48,226.19,8,1.45,6.75,5.1,4,15.3,"Full Migrant",1,3.6,12.5,"Both",1,0,0,0,10.05,51.99,"N",0,0,4.25,58.56
"1392",1392,"Vireo_vicinior","Vireo_vicinior","Grey Vireo","Vireonidae","Vireos","BNA","L",90.91,73.29,164.2,7,0.8,6.4,5.4,4.8,12.8,"Full Migrant",1,3,13.5,"Both",1,0,0,0,2.35,35.58,"N",0,0,13.38,17.47
"1393",1393,"Vireo_vicinior","Vireo_vicinior","Grey Vireo","Vireonidae","Vireos","BNA","L",94.45,48.76,143.21,6.78,1.01,5.95,4.76,4.11,12.8,"Full Migrant",1,3,13.5,"Both",1,0,0,0,2.35,35.58,"N",0,0,13.38,17.47
"1394",1394,"Volatinia_jacarina","Volatinia_jacarina","Blue-black Grassquit","Thraupidae","Tanagers","Tring","M",128.76,42.28,171.04,7.94,1.66,5,4.61,3.8,9.94,"Full Migrant",1,3,9,"Both",1,0,0,0,1.2,-10.17,"S",0,0,24.11,145.25
"1395",1395,"Xanthocephalus_xanthocephalus","Xanthocephalus_xanthocephalus","Yellow-headed Blackbird","Icteridae","New World blackbirds","BNA","L",1171.76,164.2,1335.96,13.5,3.25,14,7,6.4,62.68,"Full Migrant",1,3.5,11.5,"Female",1,0,0,0,0.34,47.39,"N",0,0,7.84,46.62
"1410",1410,"Zonotrichia_albicollis","Zonotrichia_albicollis","White-throated Sparrow","Passerellidae","New World sparrows","BNA","L",341.03,120.79,461.81,10.5,1.65,8,7.2,4.45,24.4,"Full Migrant",1,4.5,8.5,"Female",1,1,0,0,1.5,54.75,"N",0,0,2.11,51.86
"1411",1411,"Zonotrichia_atricapilla","Zonotrichia_atricapilla","Golden-crowned Sparrow","Passerellidae","New World sparrows","BNA","L",745.08,109.04,854.12,15,4,7.25,7,4.25,31.99,"Full Migrant",1,4,10,"Female",1,1,1,0,0.5,62.45,"N",0,0,-0.33,39.18
"1431",1431,"Zosterops_japonicus","Zosterops_japonicus","Japanese White-eye","Zosteropidae","White-eyes and yuhinas","Tring","M",147.84,41.77,189.61,8.05,1.62,5.29,4.81,3.42,11.29,"Full Migrant",1,3.5,11,"Both",1,0,0,0,15.5,28.73,"N",0,0,17.14,131.01
"1436",1436,"Zosterops_modestus","Zosterops_modestus","Seychelles White-eye","Zosteropidae","White-eyes and yuhinas","HBW","L",95.78,65.45,161.23,7.35,1.18,5.7,5,5,12.8,"Not a Migrant",0,1.5,13,"Excl_Group Care",1,0,0,0,12,-4.75,"S",1,1,26.24,192
"1444",1444,"Zosterops_palpebrosus","Zosterops_palpebrosus","Oriental White-eye","Zosteropidae","White-eyes and yuhinas","Tring","M",44.34,27.07,71.41,6.24,1.01,3.49,4.22,2.9,8.6,"Full Migrant",1,3,10.5,"Mainly Female",1,0,0,0,9.5,21.59,"N",0,0,23.86,127.07
"1449",1449,"Zosterops_senegalensis","Zosterops_senegalensis","African Yellow White-eye","Zosteropidae","White-eyes and yuhinas","HBW","L",24.96,23,47.96,5.35,0.6,3.2,4.15,2.55,10.9,"Not a Migrant",0,2.5,14,"Both",1,0,0,0,2.25,-1.17,"S",0,0,24.01,96.54
